19,學生會會長
20,文學院學生代表
21,理學院學生代表
22,社會科學院學生代表
23,醫學院學生代表
24,工學院學生代表
25,生物資源暨農學院學生代表
26,管理學院學生代表
27,公共衛生學院學生代表
28,電機資訊學院學生代表
29,法律學院學生代表
33,研究生協會會長
34,研究生代表大會研究生代表
35,文學院學生會會長
36,社會科學院學生會會長
37,生物資源暨農學院學生會會長
38,法律學院學生會會長
39,醫學系系學會正副會長
40,院學生會醫學系代表
41,電機工程學系學生會正副會長
42,獸醫系學生會正副會長
43,工學院學生會會長
